county,year,temp_anomaly_c,hot_days_above_35c,tropical_nights,source
Tharaka Nithi,1999,-0.07,0,0,Simulated Data
Tharaka Nithi,2000,0.55,0,0,Simulated Data
Tharaka Nithi,2001,0.02,0,1,Simulated Data
Tharaka Nithi,2002,0.31,0,0,Simulated Data
Tharaka Nithi,2003,0.33,0,2,Simulated Data
Tharaka Nithi,2004,0.75,0,0,Simulated Data
Tharaka Nithi,2005,0.57,0,0,Simulated Data
Tharaka Nithi,2006,0.72,0,2,Simulated Data
Tharaka Nithi,2007,0.45,0,1,Simulated Data
Tharaka Nithi,2008,0.83,0,1,Simulated Data
Tharaka Nithi,2009,0.19,0,0,Simulated Data
Tharaka Nithi,2010,0.76,0,1,Simulated Data
Tharaka Nithi,2011,0.23,0,1,Simulated Data
Tharaka Nithi,2012,0.29,0,0,Simulated Data
Tharaka Nithi,2013,1.03,0,0,Simulated Data
Tharaka Nithi,2014,0.53,0,2,Simulated Data
Tharaka Nithi,2015,0.85,0,0,Simulated Data
Tharaka Nithi,2016,0.43,0,2,Simulated Data
Tharaka Nithi,2017,0.59,0,0,Simulated Data
Tharaka Nithi,2018,1.18,0,2,Simulated Data
Tharaka Nithi,2019,0.94,0,0,Simulated Data
Tharaka Nithi,2020,0.57,0,2,Simulated Data
Tharaka Nithi,2021,1.02,0,0,Simulated Data
Tharaka Nithi,2022,1.3,0,0,Simulated Data
Tharaka Nithi,2023,1.34,0,0,Simulated Data
Tharaka Nithi,2024,1.19,0,1,Simulated Data
Embu,1991,-0.3,0,3,Simulated Data
Embu,1992,-0.19,0,0,Simulated Data
Embu,1993,0.01,0,3,Simulated Data
Embu,1994,-0.12,0,0,Simulated Data
Embu,1995,0.43,0,0,Simulated Data
Embu,1996,0.4,0,2,Simulated Data
Embu,1997,0.52,0,2,Simulated Data
Embu,1998,0.18,0,1,Simulated Data
Embu,1999,0.46,0,0,Simulated Data
Embu,2000,0.31,0,3,Simulated Data
Embu,2001,-0.07,0,0,Simulated Data
Embu,2002,0.51,0,0,Simulated Data
Embu,2003,0.36,0,1,Simulated Data
Embu,2004,0.42,0,0,Simulated Data
Embu,2005,0.26,0,1,Simulated Data
Embu,2006,0.75,0,2,Simulated Data
Embu,2007,0.21,0,0,Simulated Data
Embu,2008,0.31,0,3,Simulated Data
Embu,2009,0.22,0,2,Simulated Data
Embu,2010,0.33,0,1,Simulated Data
Embu,2011,0.69,0,0,Simulated Data
Embu,2012,0.86,0,0,Simulated Data
Embu,2013,0.87,0,1,Simulated Data
Embu,2014,0.45,0,0,Simulated Data
Embu,2015,0.58,0,0,Simulated Data
Embu,2016,1.05,0,0,Simulated Data
Embu,2017,0.74,0,2,Simulated Data
Embu,2018,0.88,0,0,Simulated Data
Embu,2019,1.0,0,1,Simulated Data
Embu,2020,0.75,0,0,Simulated Data
Embu,2021,0.97,0,1,Simulated Data
Embu,2022,0.58,0,0,Simulated Data
Embu,2023,1.01,0,1,Simulated Data
Embu,2024,1.23,0,2,Simulated Data
Kirinyaga,1991,0.0,0,0,Simulated Data
Kirinyaga,1992,-0.1,0,1,Simulated Data
Kirinyaga,1993,0.29,0,0,Simulated Data
Kirinyaga,1994,-0.19,0,0,Simulated Data
Kirinyaga,1995,-0.21,0,1,Simulated Data
Kirinyaga,1996,0.34,0,3,Simulated Data
Kirinyaga,1997,0.29,0,1,Simulated Data
Kirinyaga,1998,0.44,0,0,Simulated Data
Kirinyaga,1999,0.51,0,0,Simulated Data
Kirinyaga,2000,0.34,0,0,Simulated Data
Kirinyaga,2001,0.17,0,0,Simulated Data
Kirinyaga,2002,0.6,0,0,Simulated Data
Kirinyaga,2003,0.2,0,0,Simulated Data
Kirinyaga,2004,0.33,0,2,Simulated Data
Kirinyaga,2005,0.17,0,0,Simulated Data
Kirinyaga,2006,0.44,0,0,Simulated Data
Kirinyaga,2007,0.66,0,0,Simulated Data
Kirinyaga,2008,0.69,0,0,Simulated Data
Kirinyaga,2009,0.63,0,2,Simulated Data
Kirinyaga,2010,0.7,0,0,Simulated Data
Kirinyaga,2011,0.25,0,0,Simulated Data
Kirinyaga,2012,0.43,0,0,Simulated Data
Kirinyaga,2013,0.48,0,0,Simulated Data
Kirinyaga,2014,0.91,0,0,Simulated Data
Kirinyaga,2015,0.35,0,2,Simulated Data
Kirinyaga,2016,0.46,0,0,Simulated Data
Kirinyaga,2017,0.66,0,0,Simulated Data
Kirinyaga,2018,0.94,0,0,Simulated Data
Kirinyaga,2019,1.19,0,0,Simulated Data
Kirinyaga,2020,0.68,0,3,Simulated Data
Kirinyaga,2021,0.71,0,0,Simulated Data
Kirinyaga,2022,0.98,0,3,Simulated Data
Kirinyaga,2023,1.05,0,0,Simulated Data
Kirinyaga,2024,0.71,0,0,Simulated Data
Murang'a,1991,0.28,0,0,Simulated Data
Murang'a,1992,-0.28,0,1,Simulated Data
Murang'a,1993,-0.29,0,0,Simulated Data
Murang'a,1994,-0.24,0,0,Simulated Data
Murang'a,1995,-0.15,0,2,Simulated Data
Murang'a,1996,0.29,0,0,Simulated Data
Murang'a,1997,0.3,0,0,Simulated Data
Murang'a,1998,0.22,0,0,Simulated Data
Murang'a,1999,-0.12,0,0,Simulated Data
Murang'a,2000,0.08,0,0,Simulated Data
Murang'a,2001,0.51,0,0,Simulated Data
Murang'a,2002,0.63,0,2,Simulated Data
Murang'a,2003,0.15,0,3,Simulated Data
Murang'a,2004,0.61,0,0,Simulated Data
Murang'a,2005,0.39,0,0,Simulated Data
Murang'a,2006,0.45,0,1,Simulated Data
Murang'a,2007,0.74,0,2,Simulated Data
Murang'a,2008,0.88,0,0,Simulated Data
Murang'a,2009,0.37,0,0,Simulated Data
Murang'a,2010,0.68,0,0,Simulated Data
Murang'a,2011,0.93,0,0,Simulated Data
Murang'a,2012,0.79,0,0,Simulated Data
Murang'a,2013,0.95,0,0,Simulated Data
Murang'a,2014,1.08,0,0,Simulated Data
Murang'a,2015,0.47,0,1,Simulated Data
Murang'a,2016,0.47,0,1,Simulated Data
Murang'a,2017,0.45,0,2,Simulated Data
Murang'a,2018,0.81,0,0,Simulated Data
Murang'a,2019,1.23,0,1,Simulated Data
Murang'a,2020,0.6,0,0,Simulated Data
Murang'a,2021,0.63,0,0,Simulated Data
Murang'a,2022,0.95,0,2,Simulated Data
Murang'a,2023,0.62,0,0,Simulated Data
Murang'a,2024,1.28,0,0,Simulated Data
Kiambu,1991,0.17,0,0,Simulated Data
Kiambu,1992,0.29,0,0,Simulated Data
Kiambu,1993,0.06,0,0,Simulated Data
Kiambu,1994,-0.17,0,2,Simulated Data
Kiambu,1995,-0.2,0,0,Simulated Data
Kiambu,1996,0.03,0,1,Simulated Data
Kiambu,1997,0.3,0,0,Simulated Data
Kiambu,1998,0.48,0,3,Simulated Data
Kiambu,1999,0.35,0,1,Simulated Data
Kiambu,2000,0.13,0,0,Simulated Data
Kiambu,2001,0.04,0,0,Simulated Data
Kiambu,2002,0.6,0,1,Simulated Data
Kiambu,2003,0.52,0,0,Simulated Data
Kiambu,2004,0.16,0,0,Simulated Data
Kiambu,2005,0.54,0,2,Simulated Data
Kiambu,2006,0.66,0,1,Simulated Data
Kiambu,2007,0.29,0,1,Simulated Data
Kiambu,2008,0.56,0,0,Simulated Data
Kiambu,2009,0.51,0,0,Simulated Data
Kiambu,2010,0.47,0,0,Simulated Data
Kiambu,2011,0.54,0,1,Simulated Data
Kiambu,2012,0.96,0,2,Simulated Data
Kiambu,2013,0.49,0,2,Simulated Data
Kiambu,2014,0.93,0,3,Simulated Data
Kiambu,2015,0.9,0,2,Simulated Data
Kiambu,2016,0.58,0,0,Simulated Data
Kiambu,2017,0.94,0,0,Simulated Data
Kiambu,2018,0.6,0,0,Simulated Data
Kiambu,2019,0.68,0,0,Simulated Data
Kiambu,2020,0.71,0,0,Simulated Data
Kiambu,2021,1.22,0,1,Simulated Data
Kiambu,2022,1.0,0,0,Simulated Data
Kiambu,2023,0.62,0,2,Simulated Data
Kiambu,2024,0.62,0,3,Simulated Data
Nyandarua,1991,0.28,0,0,Simulated Data
Nyandarua,1992,0.3,0,0,Simulated Data
Nyandarua,1993,-0.26,0,1,Simulated Data
Nyandarua,1994,0.35,0,0,Simulated Data
Nyandarua,1995,0.13,0,0,Simulated Data
Nyandarua,1996,0.1,0,1,Simulated Data
Nyandarua,1997,0.49,0,1,Simulated Data
Nyandarua,1998,0.32,0,1,Simulated Data
Nyandarua,1999,0.03,0,0,Simulated Data
Nyandarua,2000,0.18,0,1,Simulated Data
Nyandarua,2001,0.66,0,1,Simulated Data
Nyandarua,2002,0.34,0,0,Simulated Data
Nyandarua,2003,0.16,0,0,Simulated Data
Nyandarua,2004,0.03,0,0,Simulated Data
Nyandarua,2005,0.8,0,0,Simulated Data
Nyandarua,2006,0.21,0,0,Simulated Data
Nyandarua,2007,0.25,0,0,Simulated Data
Nyandarua,2008,0.12,0,0,Simulated Data
Nyandarua,2009,0.23,0,2,Simulated Data
Nyandarua,2010,0.63,0,0,Simulated Data
Nyandarua,2011,0.95,0,0,Simulated Data
Nyandarua,2012,0.72,0,0,Simulated Data
Nyandarua,2013,0.67,0,0,Simulated Data
Nyandarua,2014,0.85,0,0,Simulated Data
Nyandarua,2015,0.54,0,0,Simulated Data
Nyandarua,2016,0.68,0,1,Simulated Data
Nyandarua,2017,0.87,0,2,Simulated Data
Nyandarua,2018,1.17,0,0,Simulated Data
Nyandarua,2019,0.95,0,0,Simulated Data
Nyandarua,2020,0.52,0,1,Simulated Data
Nyandarua,2021,0.59,0,0,Simulated Data
Nyandarua,2022,0.83,0,0,Simulated Data
Nyandarua,2023,1.16,0,0,Simulated Data
Nyandarua,2024,0.87,0,1,Simulated Data
Nyeri,1991,0.14,0,1,Simulated Data
Nyeri,1992,-0.36,0,2,Simulated Data
Nyeri,1993,0.15,0,1,Simulated Data
Nyeri,1994,-0.21,0,0,Simulated Data
Nyeri,1995,0.15,0,0,Simulated Data
Nyeri,1996,0.09,0,0,Simulated Data
Nyeri,1997,0.24,0,0,Simulated Data
Nyeri,1998,0.26,0,1,Simulated Data
Nyeri,1999,0.36,0,1,Simulated Data
Nyeri,2000,0.21,0,0,Simulated Data
Nyeri,2001,0.15,0,0,Simulated Data
Nyeri,2002,0.57,0,2,Simulated Data
Nyeri,2003,0.69,0,0,Simulated Data
Nyeri,2004,0.46,0,1,Simulated Data
Nyeri,2005,0.58,0,0,Simulated Data
Nyeri,2006,0.18,0,0,Simulated Data
Nyeri,2007,0.79,0,0,Simulated Data
Nyeri,2008,0.13,0,1,Simulated Data
Nyeri,2009,0.41,0,0,Simulated Data
Nyeri,2010,0.42,0,1,Simulated Data
Nyeri,2011,0.49,0,3,Simulated Data
Nyeri,2012,0.59,0,0,Simulated Data
Nyeri,2013,0.65,0,0,Simulated Data
Nyeri,2014,1.06,0,0,Simulated Data
Nyeri,2015,0.34,0,0,Simulated Data
Nyeri,2016,0.37,0,0,Simulated Data
Nyeri,2017,0.61,0,0,Simulated Data
Nyeri,2018,1.17,0,2,Simulated Data
Nyeri,2019,0.92,0,3,Simulated Data
Nyeri,2020,0.7,0,0,Simulated Data
Nyeri,2021,0.81,0,0,Simulated Data
Nyeri,2022,0.65,0,0,Simulated Data
Nyeri,2023,1.17,0,0,Simulated Data
Nyeri,2024,0.83,0,0,Simulated Data
Laikipia,1991,-0.35,0,0,Simulated Data
Laikipia,1992,0.4,0,0,Simulated Data
Laikipia,1993,0.12,0,0,Simulated Data
Laikipia,1994,0.19,0,0,Simulated Data
Laikipia,1995,0.52,0,1,Simulated Data
Laikipia,1996,0.21,0,0,Simulated Data
Laikipia,1997,0.1,0,0,Simulated Data
Laikipia,1998,0.24,0,3,Simulated Data
Laikipia,1999,0.57,0,0,Simulated Data
Laikipia,2000,0.57,0,2,Simulated Data
Laikipia,2001,0.0,0,0,Simulated Data
Laikipia,2002,0.63,0,0,Simulated Data
Laikipia,2003,0.33,0,0,Simulated Data
Laikipia,2004,0.68,0,0,Simulated Data
Laikipia,2005,0.25,0,2,Simulated Data
Laikipia,2006,0.36,0,0,Simulated Data
Laikipia,2007,0.54,0,3,Simulated Data
Laikipia,2008,0.44,0,2,Simulated Data
Laikipia,2009,0.6,0,0,Simulated Data
Laikipia,2010,0.26,0,0,Simulated Data
Laikipia,2011,0.88,0,0,Simulated Data
Laikipia,2012,0.94,0,0,Simulated Data
Laikipia,2013,0.76,0,0,Simulated Data
Laikipia,2014,0.67,0,1,Simulated Data
Laikipia,2015,0.87,0,0,Simulated Data
Laikipia,2016,0.64,0,0,Simulated Data
Laikipia,2017,0.55,0,0,Simulated Data
Laikipia,2018,1.21,0,2,Simulated Data
Laikipia,2019,0.68,0,1,Simulated Data
Laikipia,2020,1.14,0,0,Simulated Data
Laikipia,2021,1.1,0,1,Simulated Data
Laikipia,2022,1.14,0,1,Simulated Data
Laikipia,2023,0.63,0,0,Simulated Data
Laikipia,2024,0.92,0,0,Simulated Data
Samburu,1991,-0.12,0,2,Simulated Data
Samburu,1992,0.39,0,3,Simulated Data
Samburu,1993,0.08,0,0,Simulated Data
Samburu,1994,0.09,2,2,Simulated Data
Samburu,1995,-0.24,0,0,Simulated Data
Samburu,1996,-0.01,0,0,Simulated Data
Samburu,1997,0.42,6,3,Simulated Data
Samburu,1998,0.53,1,0,Simulated Data
Samburu,1999,0.02,0,3,Simulated Data
Samburu,2000,0.35,0,1,Simulated Data
Samburu,2001,0.0,2,1,Simulated Data
Samburu,2002,0.29,2,2,Simulated Data
Samburu,2003,0.02,0,0,Simulated Data
Samburu,2004,0.56,6,5,Simulated Data
Samburu,2005,0.46,2,0,Simulated Data
Samburu,2006,0.67,1,1,Simulated Data
Samburu,2007,0.31,0,1,Simulated Data
Samburu,2008,0.15,2,0,Simulated Data
Samburu,2009,0.14,0,0,Simulated Data
Samburu,2010,0.39,4,0,Simulated Data
Samburu,2011,0.87,0,0,Simulated Data
Samburu,2012,0.82,3,0,Simulated Data
Samburu,2013,0.55,1,3,Simulated Data
Samburu,2014,0.54,6,6,Simulated Data
Samburu,2015,0.67,8,4,Simulated Data
Samburu,2016,1.12,3,3,Simulated Data
Samburu,2017,0.78,4,3,Simulated Data
Samburu,2018,0.97,1,0,Simulated Data
Samburu,2019,1.01,8,8,Simulated Data
Samburu,2020,1.08,12,8,Simulated Data
Samburu,2021,0.74,0,2,Simulated Data
Samburu,2022,1.05,2,0,Simulated Data
Samburu,2023,1.33,9,5,Simulated Data
Samburu,2024,0.96,3,1,Simulated Data
Trans Nzoia,1991,-0.1,0,2,Simulated Data
Trans Nzoia,1992,-0.04,0,2,Simulated Data
Trans Nzoia,1993,-0.17,0,0,Simulated Data
Trans Nzoia,1994,0.39,0,1,Simulated Data
Trans Nzoia,1995,0.21,0,0,Simulated Data
Trans Nzoia,1996,0.27,0,0,Simulated Data
Trans Nzoia,1997,0.3,0,1,Simulated Data
Trans Nzoia,1998,-0.03,0,0,Simulated Data
Trans Nzoia,1999,0.13,0,0,Simulated Data
Trans Nzoia,2000,0.28,0,2,Simulated Data
Trans Nzoia,2001,-0.09,0,0,Simulated Data
Trans Nzoia,2002,-0.05,0,0,Simulated Data
Trans Nzoia,2003,0.35,0,0,Simulated Data
Trans Nzoia,2004,0.47,0,0,Simulated Data
Trans Nzoia,2005,0.79,0,1,Simulated Data
Trans Nzoia,2006,0.3,0,2,Simulated Data
Trans Nzoia,2007,0.5,0,0,Simulated Data
Trans Nzoia,2008,0.12,0,2,Simulated Data
Trans Nzoia,2009,0.24,0,0,Simulated Data
Trans Nzoia,2010,0.4,0,0,Simulated Data
Trans Nzoia,2011,0.48,0,0,Simulated Data
Trans Nzoia,2012,0.47,0,3,Simulated Data
Trans Nzoia,2013,0.94,0,2,Simulated Data
Trans Nzoia,2014,0.92,0,0,Simulated Data
Trans Nzoia,2015,0.64,0,0,Simulated Data
Trans Nzoia,2016,0.53,0,0,Simulated Data
Trans Nzoia,2017,0.98,0,0,Simulated Data
Trans Nzoia,2018,1.18,0,2,Simulated Data
Trans Nzoia,2019,1.23,0,3,Simulated Data
Trans Nzoia,2020,0.53,0,0,Simulated Data
Trans Nzoia,2021,0.66,0,1,Simulated Data
Trans Nzoia,2022,1.16,0,0,Simulated Data
Trans Nzoia,2023,1.21,0,0,Simulated Data
Trans Nzoia,2024,1.13,0,0,Simulated Data
Uasin Gishu,1991,0.33,0,0,Simulated Data
Uasin Gishu,1992,0.34,0,0,Simulated Data
Uasin Gishu,1993,-0.22,0,1,Simulated Data
Uasin Gishu,1994,0.05,0,3,Simulated Data
Uasin Gishu,1995,0.14,0,0,Simulated Data
Uasin Gishu,1996,0.29,0,0,Simulated Data
Uasin Gishu,1997,0.43,0,0,Simulated Data
Uasin Gishu,1998,0.16,0,0,Simulated Data
Uasin Gishu,1999,0.2,0,0,Simulated Data
Uasin Gishu,2000,0.54,0,2,Simulated Data
Uasin Gishu,2001,0.58,0,3,Simulated Data
Uasin Gishu,2002,0.09,0,3,Simulated Data
Uasin Gishu,2003,0.53,0,0,Simulated Data
Uasin Gishu,2004,0.2,0,1,Simulated Data
Uasin Gishu,2005,0.08,0,3,Simulated Data
Uasin Gishu,2006,0.2,0,2,Simulated Data
Uasin Gishu,2007,0.83,0,0,Simulated Data
Uasin Gishu,2008,0.89,0,0,Simulated Data
Uasin Gishu,2009,0.52,0,0,Simulated Data
Uasin Gishu,2010,0.68,0,0,Simulated Data
Uasin Gishu,2011,0.65,0,0,Simulated Data
Uasin Gishu,2012,0.24,0,0,Simulated Data
Uasin Gishu,2013,1.0,0,1,Simulated Data
Uasin Gishu,2014,0.47,0,2,Simulated Data
Uasin Gishu,2015,0.9,0,0,Simulated Data
Uasin Gishu,2016,0.37,0,1,Simulated Data
Uasin Gishu,2017,0.47,0,0,Simulated Data
Uasin Gishu,2018,1.15,0,0,Simulated Data
Uasin Gishu,2019,1.05,0,0,Simulated Data
Uasin Gishu,2020,1.07,0,3,Simulated Data
Uasin Gishu,2021,0.96,0,2,Simulated Data
Uasin Gishu,2022,0.73,0,0,Simulated Data
Uasin Gishu,2023,1.09,0,0,Simulated Data
Uasin Gishu,2024,1.32,0,0,Simulated Data
Elgeyo Marakwet,1991,-0.22,0,0,Simulated Data
Elgeyo Marakwet,1992,-0.23,0,0,Simulated Data
Elgeyo Marakwet,1993,0.42,0,0,Simulated Data
Elgeyo Marakwet,1994,0.15,0,2,Simulated Data
Elgeyo Marakwet,1995,-0.05,0,2,Simulated Data
Elgeyo Marakwet,1996,0.51,0,0,Simulated Data
Elgeyo Marakwet,1997,0.4,0,0,Simulated Data
Elgeyo Marakwet,1998,-0.03,0,0,Simulated Data
Elgeyo Marakwet,1999,0.11,0,0,Simulated Data
Elgeyo Marakwet,2000,-0.07,0,3,Simulated Data
Elgeyo Marakwet,2001,0.31,0,2,Simulated Data
Elgeyo Marakwet,2002,0.6,0,1,Simulated Data
Elgeyo Marakwet,2003,0.58,0,0,Simulated Data
Elgeyo Marakwet,2004,0.69,0,0,Simulated Data
Elgeyo Marakwet,2005,0.36,0,0,Simulated Data
Elgeyo Marakwet,2006,0.66,0,0,Simulated Data
Elgeyo Marakwet,2007,0.5,0,3,Simulated Data
Elgeyo Marakwet,2008,0.29,0,0,Simulated Data
Elgeyo Marakwet,2009,0.32,0,1,Simulated Data
Elgeyo Marakwet,2010,0.94,0,1,Simulated Data
Elgeyo Marakwet,2011,0.79,0,0,Simulated Data
Elgeyo Marakwet,2012,0.47,0,1,Simulated Data
Elgeyo Marakwet,2013,0.91,0,0,Simulated Data
Elgeyo Marakwet,2014,1.01,0,3,Simulated Data
Elgeyo Marakwet,2015,0.92,0,1,Simulated Data
Elgeyo Marakwet,2016,0.88,0,0,Simulated Data
Elgeyo Marakwet,2017,0.95,0,2,Simulated Data
Elgeyo Marakwet,2018,0.88,0,0,Simulated Data
Elgeyo Marakwet,2019,0.65,0,0,Simulated Data
Elgeyo Marakwet,2020,1.04,0,0,Simulated Data
Elgeyo Marakwet,2021,0.91,0,0,Simulated Data
Elgeyo Marakwet,2022,1.28,0,1,Simulated Data
Elgeyo Marakwet,2023,1.13,0,3,Simulated Data
Elgeyo Marakwet,2024,1.15,0,2,Simulated Data
Nandi,1991,-0.18,0,0,Simulated Data
Nandi,1992,-0.09,0,3,Simulated Data
Nandi,1993,0.35,0,1,Simulated Data
Nandi,1994,0.14,0,0,Simulated Data
Nandi,1995,0.02,0,2,Simulated Data
Nandi,1996,0.34,0,0,Simulated Data
Nandi,1997,0.45,0,1,Simulated Data
Nandi,1998,0.59,0,0,Simulated Data
Nandi,1999,0.4,0,0,Simulated Data
Nandi,2000,0.64,0,0,Simulated Data
Nandi,2001,0.47,0,0,Simulated Data
Nandi,2002,0.57,0,0,Simulated Data
Nandi,2003,0.07,0,0,Simulated Data
Nandi,2004,0.24,0,2,Simulated Data
Nandi,2005,0.56,0,0,Simulated Data
Nandi,2006,0.55,0,2,Simulated Data
Nandi,2007,0.8,0,1,Simulated Data
Nandi,2008,0.15,0,0,Simulated Data
Nandi,2009,0.39,0,1,Simulated Data
Nandi,2010,0.44,0,0,Simulated Data
Nandi,2011,0.25,0,0,Simulated Data
Nandi,2012,0.58,0,0,Simulated Data
Nandi,2013,0.31,0,3,Simulated Data
Nandi,2014,0.8,0,1,Simulated Data
Nandi,2015,0.48,0,2,Simulated Data
Nandi,2016,0.43,0,0,Simulated Data
Nandi,2017,0.73,0,0,Simulated Data
Nandi,2018,0.82,0,3,Simulated Data
Nandi,2019,0.53,0,1,Simulated Data
Nandi,2020,1.03,0,0,Simulated Data
Nandi,2021,0.82,0,0,Simulated Data
Nandi,2022,0.92,0,0,Simulated Data
Nandi,2023,1.09,0,1,Simulated Data
Nandi,2024,0.65,0,3,Simulated Data
Baringo,1991,-0.16,6,4,Simulated Data
Baringo,1992,0.13,14,7,Simulated Data
Baringo,1993,-0.33,13,6,Simulated Data
Baringo,1994,0.23,15,10,Simulated Data
Baringo,1995,-0.03,9,6,Simulated Data
Baringo,1996,0.44,19,9,Simulated Data
Baringo,1997,-0.1,15,10,Simulated Data
Baringo,1998,0.52,12,8,Simulated Data
Baringo,1999,0.4,16,9,Simulated Data
Baringo,2000,-0.12,11,5,Simulated Data
Baringo,2001,0.26,18,10,Simulated Data
Baringo,2002,0.6,13,9,Simulated Data
Baringo,2003,0.74,13,5,Simulated Data
Baringo,2004,0.34,10,7,Simulated Data
Baringo,2005,0.75,17,9,Simulated Data
Baringo,2006,0.4,17,7,Simulated Data
Baringo,2007,0.55,17,11,Simulated Data
Baringo,2008,0.3,16,7,Simulated Data
Baringo,2009,0.3,17,12,Simulated Data
Baringo,2010,0.18,10,4,Simulated Data
Baringo,2011,0.42,12,5,Simulated Data
Baringo,2012,0.6,18,11,Simulated Data
Baringo,2013,0.8,13,11,Simulated Data
Baringo,2014,0.96,22,15,Simulated Data
Baringo,2015,1.07,20,10,Simulated Data
Baringo,2016,0.84,20,13,Simulated Data
Baringo,2017,0.8,13,7,Simulated Data
Baringo,2018,1.15,21,13,Simulated Data
Baringo,2019,0.66,15,11,Simulated Data
Baringo,2020,1.0,22,13,Simulated Data
Baringo,2021,1.0,17,11,Simulated Data
Baringo,2022,0.87,18,12,Simulated Data
Baringo,2023,1.31,17,12,Simulated Data
Baringo,2024,0.82,17,7,Simulated Data
Kakamega,1991,-0.16,0,0,Simulated Data
Kakamega,1992,0.02,0,0,Simulated Data
Kakamega,1993,0.27,0,1,Simulated Data
Kakamega,1994,-0.1,0,0,Simulated Data
Kakamega,1995,-0.22,0,1,Simulated Data
Kakamega,1996,0.46,0,1,Simulated Data
Kakamega,1997,-0.13,0,0,Simulated Data
Kakamega,1998,0.01,0,0,Simulated Data
Kakamega,1999,0.13,0,2,Simulated Data
Kakamega,2000,0.5,0,2,Simulated Data
Kakamega,2001,0.66,0,0,Simulated Data
Kakamega,2002,0.33,0,2,Simulated Data
Kakamega,2003,0.04,0,0,Simulated Data
Kakamega,2004,0.39,0,2,Simulated Data
Kakamega,2005,0.56,0,2,Simulated Data
Kakamega,2006,0.65,0,1,Simulated Data
Kakamega,2007,0.21,0,0,Simulated Data
Kakamega,2008,0.67,0,0,Simulated Data
Kakamega,2009,0.27,0,1,Simulated Data
Kakamega,2010,0.76,0,0,Simulated Data
Kakamega,2011,0.27,0,0,Simulated Data
Kakamega,2012,0.94,0,0,Simulated Data
Kakamega,2013,0.34,0,0,Simulated Data
Kakamega,2014,0.78,0,0,Simulated Data
Kakamega,2015,0.63,0,0,Simulated Data
Kakamega,2016,1.12,0,0,Simulated Data
Kakamega,2017,0.71,0,0,Simulated Data
Kakamega,2018,0.97,0,0,Simulated Data
Kakamega,2019,0.84,0,2,Simulated Data
Kakamega,2020,0.98,0,0,Simulated Data
Kakamega,2021,0.98,0,0,Simulated Data
Kakamega,2022,0.64,0,0,Simulated Data
Kakamega,2023,0.87,0,0,Simulated Data
Kakamega,2024,1.0,0,0,Simulated Data
Vihiga,1991,0.23,0,0,Simulated Data
Vihiga,1992,0.08,0,1,Simulated Data
Vihiga,1993,-0.14,0,1,Simulated Data
Vihiga,1994,0.12,0,2,Simulated Data
Vihiga,1995,0.39,0,0,Simulated Data
Vihiga,1996,0.38,0,0,Simulated Data
Vihiga,1997,0.46,0,0,Simulated Data
Vihiga,1998,-0.13,0,2,Simulated Data
Vihiga,1999,0.56,0,0,Simulated Data
Vihiga,2000,0.57,0,0,Simulated Data
Vihiga,2001,0.67,0,1,Simulated Data
Vihiga,2002,-0.01,0,2,Simulated Data
Vihiga,2003,0.31,0,0,Simulated Data
Vihiga,2004,0.25,0,0,Simulated Data
Vihiga,2005,0.32,0,0,Simulated Data
Vihiga,2006,0.42,0,1,Simulated Data
Vihiga,2007,0.65,0,0,Simulated Data
Vihiga,2008,0.64,0,0,Simulated Data
Vihiga,2009,0.78,0,0,Simulated Data
Vihiga,2010,0.22,0,1,Simulated Data
Vihiga,2011,0.83,0,2,Simulated Data
Vihiga,2012,0.64,0,1,Simulated Data
Vihiga,2013,0.76,0,0,Simulated Data
Vihiga,2014,0.45,0,1,Simulated Data
Vihiga,2015,1.05,0,1,Simulated Data
Vihiga,2016,0.87,0,0,Simulated Data
Vihiga,2017,0.89,0,0,Simulated Data
Vihiga,2018,0.98,0,0,Simulated Data
Vihiga,2019,0.69,0,0,Simulated Data
Vihiga,2020,0.81,0,0,Simulated Data
Vihiga,2021,0.65,0,1,Simulated Data
Vihiga,2022,0.84,0,1,Simulated Data
Vihiga,2023,1.2,0,1,Simulated Data
Vihiga,2024,0.8,0,1,Simulated Data
Bungoma,1991,-0.14,0,0,Simulated Data
Bungoma,1992,0.19,0,1,Simulated Data
Bungoma,1993,-0.13,0,2,Simulated Data
Bungoma,1994,0.31,0,0,Simulated Data
Bungoma,1995,-0.21,0,0,Simulated Data
Bungoma,1996,0.1,0,0,Simulated Data
Bungoma,1997,-0.19,0,0,Simulated Data
Bungoma,1998,0.26,0,1,Simulated Data
Bungoma,1999,0.1,0,2,Simulated Data
Bungoma,2000,0.13,0,3,Simulated Data
Bungoma,2001,0.56,0,0,Simulated Data
Bungoma,2002,0.39,0,0,Simulated Data
Bungoma,2003,0.76,0,1,Simulated Data
Bungoma,2004,0.64,0,3,Simulated Data
Bungoma,2005,0.21,0,0,Simulated Data
Bungoma,2006,0.15,0,0,Simulated Data
Bungoma,2007,0.71,0,0,Simulated Data
Bungoma,2008,0.63,0,0,Simulated Data
Bungoma,2009,0.75,0,2,Simulated Data
Bungoma,2010,0.2,0,1,Simulated Data
Bungoma,2011,0.65,0,2,Simulated Data
Bungoma,2012,0.7,0,3,Simulated Data
Bungoma,2013,0.87,0,1,Simulated Data
Bungoma,2014,0.6,0,1,Simulated Data
Bungoma,2015,1.06,0,0,Simulated Data
