county,year,rainfall_mm,baseline_mm,rainfall_anomaly_pct,drought_classification,flood_risk_score,drought_months,source
Mandera,2021,202.0,220,-8.2,Mild Drought,6.7,2,CHIRPS Simulated Data
Mandera,2022,250.5,220,13.9,Normal,0.0,0,CHIRPS Simulated Data
Mandera,2023,188.4,220,-14.4,Moderate Drought,8.2,2,CHIRPS Simulated Data
Mandera,2024,258.6,220,17.5,Above Normal,0.0,1,CHIRPS Simulated Data
Mandera,2025,268.8,220,22.2,Above Normal,6.7,0,CHIRPS Simulated Data
Wajir,1991,181.3,240,-24.5,Moderate Drought,0.0,4,CHIRPS Simulated Data
Wajir,1992,286.0,240,19.2,Above Normal,2.0,1,CHIRPS Simulated Data
Wajir,1993,261.9,240,9.1,Normal,0.0,1,CHIRPS Simulated Data
Wajir,1994,233.0,240,-2.9,Mild Drought,0.0,1,CHIRPS Simulated Data
Wajir,1995,188.6,240,-21.4,Moderate Drought,0.0,3,CHIRPS Simulated Data
Wajir,1996,193.7,240,-19.3,Moderate Drought,2.0,3,CHIRPS Simulated Data
Wajir,1997,232.2,240,-3.3,Mild Drought,0.0,1,CHIRPS Simulated Data
Wajir,1998,273.7,240,14.0,Normal,0.0,1,CHIRPS Simulated Data
Wajir,1999,244.7,240,2.0,Normal,3.3,1,CHIRPS Simulated Data
Wajir,2000,277.6,240,15.7,Above Normal,0.0,0,CHIRPS Simulated Data
Wajir,2001,219.9,240,-8.4,Mild Drought,1.9,1,CHIRPS Simulated Data
Wajir,2002,250.1,240,4.2,Normal,2.0,0,CHIRPS Simulated Data
Wajir,2003,285.6,240,19.0,Above Normal,0.0,0,CHIRPS Simulated Data
Wajir,2004,281.3,240,17.2,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2005,245.2,240,2.2,Normal,0.0,1,CHIRPS Simulated Data
Wajir,2006,292.5,240,21.9,Above Normal,4.0,0,CHIRPS Simulated Data
Wajir,2007,266.9,240,11.2,Normal,0.0,0,CHIRPS Simulated Data
Wajir,2008,309.8,240,29.1,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2009,250.3,240,4.3,Normal,0.0,1,CHIRPS Simulated Data
Wajir,2010,306.4,240,27.7,Above Normal,4.8,1,CHIRPS Simulated Data
Wajir,2011,279.8,240,16.6,Above Normal,3.9,1,CHIRPS Simulated Data
Wajir,2012,227.6,240,-5.2,Mild Drought,0.0,1,CHIRPS Simulated Data
Wajir,2013,324.8,240,35.3,Above Normal,9.0,0,CHIRPS Simulated Data
Wajir,2014,289.0,240,20.4,Above Normal,8.6,0,CHIRPS Simulated Data
Wajir,2015,272.0,240,13.3,Normal,8.4,0,CHIRPS Simulated Data
Wajir,2016,290.1,240,20.9,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2017,327.4,240,36.4,Above Normal,9.0,0,CHIRPS Simulated Data
Wajir,2018,314.1,240,30.9,Above Normal,7.0,0,CHIRPS Simulated Data
Wajir,2019,310.8,240,29.5,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2020,231.7,240,-3.5,Mild Drought,0.0,1,CHIRPS Simulated Data
Wajir,2021,295.2,240,23.0,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2022,211.1,240,-12.0,Moderate Drought,0.0,2,CHIRPS Simulated Data
Wajir,2023,310.1,240,29.2,Above Normal,0.0,1,CHIRPS Simulated Data
Wajir,2024,324.1,240,35.0,Above Normal,2.5,0,CHIRPS Simulated Data
Wajir,2025,207.8,240,-13.4,Moderate Drought,7.3,2,CHIRPS Simulated Data
Kwale,1991,1282.3,1080,18.7,Above Normal,0.6,1,CHIRPS Simulated Data
Kwale,1992,1246.3,1080,15.4,Above Normal,10.0,0,CHIRPS Simulated Data
Kwale,1993,1234.1,1080,14.3,Normal,0.0,0,CHIRPS Simulated Data
Kwale,1994,1162.6,1080,7.6,Normal,7.5,1,CHIRPS Simulated Data
Kwale,1995,1244.5,1080,15.2,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,1996,1232.5,1080,14.1,Normal,0.0,0,CHIRPS Simulated Data
Kwale,1997,1025.5,1080,-5.0,Mild Drought,0.0,1,CHIRPS Simulated Data
Kwale,1998,962.4,1080,-10.9,Moderate Drought,0.0,1,CHIRPS Simulated Data
Kwale,1999,1386.4,1080,28.4,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,2000,1219.4,1080,12.9,Normal,0.0,1,CHIRPS Simulated Data
Kwale,2001,1284.0,1080,18.9,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,2002,1341.3,1080,24.2,Above Normal,8.9,0,CHIRPS Simulated Data
Kwale,2003,1196.0,1080,10.7,Normal,0.0,1,CHIRPS Simulated Data
Kwale,2004,983.7,1080,-8.9,Mild Drought,8.8,2,CHIRPS Simulated Data
Kwale,2005,1201.9,1080,11.3,Normal,0.3,0,CHIRPS Simulated Data
Kwale,2006,959.6,1080,-11.1,Moderate Drought,0.0,2,CHIRPS Simulated Data
Kwale,2007,1309.8,1080,21.3,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,2008,1424.0,1080,31.9,Above Normal,7.7,1,CHIRPS Simulated Data
Kwale,2009,1444.3,1080,33.7,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,2010,1312.1,1080,21.5,Above Normal,3.9,0,CHIRPS Simulated Data
Kwale,2011,1350.6,1080,25.1,Above Normal,0.0,0,CHIRPS Simulated Data
Kwale,2012,1192.4,1080,10.4,Normal,1.9,1,CHIRPS Simulated Data
Kwale,2013,935.0,1080,-13.4,Moderate Drought,7.5,2,CHIRPS Simulated Data
Kwale,2014,960.9,1080,-11.0,Moderate Drought,7.8,2,CHIRPS Simulated Data
Kwale,2015,1398.0,1080,29.4,Above Normal,6.2,1,CHIRPS Simulated Data
Kwale,2016,1218.2,1080,12.8,Normal,0.0,0,CHIRPS Simulated Data
Kwale,2017,1116.4,1080,3.4,Normal,0.0,1,CHIRPS Simulated Data
Kwale,2018,1194.2,1080,10.6,Normal,0.0,0,CHIRPS Simulated Data
Kwale,2019,1311.0,1080,21.4,Above Normal,0.0,1,CHIRPS Simulated Data
Kwale,2020,1202.4,1080,11.3,Normal,0.0,1,CHIRPS Simulated Data
Kwale,2021,1406.0,1080,30.2,Above Normal,0.0,1,CHIRPS Simulated Data
Kwale,2022,1253.8,1080,16.1,Above Normal,0.0,1,CHIRPS Simulated Data
Kwale,2023,1399.4,1080,29.6,Above Normal,3.2,1,CHIRPS Simulated Data
Kwale,2024,1447.1,1080,34.0,Above Normal,4.2,1,CHIRPS Simulated Data
Kwale,2025,1348.0,1080,24.8,Above Normal,3.6,1,CHIRPS Simulated Data
Kilifi,1991,1103.8,980,12.6,Normal,0.0,1,CHIRPS Simulated Data
Kilifi,1992,1166.9,980,19.1,Above Normal,0.0,1,CHIRPS Simulated Data
Kilifi,1993,804.5,980,-17.9,Moderate Drought,0.0,3,CHIRPS Simulated Data
Kilifi,1994,823.5,980,-16.0,Moderate Drought,6.3,3,CHIRPS Simulated Data
Kilifi,1995,999.4,980,2.0,Normal,0.0,0,CHIRPS Simulated Data
Kilifi,1996,1058.0,980,8.0,Normal,9.6,1,CHIRPS Simulated Data
Kilifi,1997,883.0,980,-9.9,Mild Drought,2.7,2,CHIRPS Simulated Data
Kilifi,1998,1148.4,980,17.2,Above Normal,0.0,1,CHIRPS Simulated Data
Kilifi,1999,1032.2,980,5.3,Normal,9.3,0,CHIRPS Simulated Data
Kilifi,2000,1082.6,980,10.5,Normal,8.7,0,CHIRPS Simulated Data
Kilifi,2001,1242.0,980,26.7,Above Normal,3.8,0,CHIRPS Simulated Data
Kilifi,2002,921.3,980,-6.0,Mild Drought,4.2,1,CHIRPS Simulated Data
Kilifi,2003,1069.2,980,9.1,Normal,0.0,1,CHIRPS Simulated Data
Kilifi,2004,796.8,980,-18.7,Moderate Drought,7.4,3,CHIRPS Simulated Data
Kilifi,2005,1277.5,980,30.4,Above Normal,5.0,0,CHIRPS Simulated Data
Kilifi,2006,1172.9,980,19.7,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2007,950.8,980,-3.0,Mild Drought,0.0,1,CHIRPS Simulated Data
Kilifi,2008,1142.6,980,16.6,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2009,1311.7,980,33.8,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2010,877.1,980,-10.5,Moderate Drought,5.9,2,CHIRPS Simulated Data
Kilifi,2011,910.6,980,-7.1,Mild Drought,0.0,2,CHIRPS Simulated Data
Kilifi,2012,1144.4,980,16.8,Above Normal,0.0,1,CHIRPS Simulated Data
Kilifi,2013,880.2,980,-10.2,Moderate Drought,0.0,2,CHIRPS Simulated Data
Kilifi,2014,1027.2,980,4.8,Normal,2.8,0,CHIRPS Simulated Data
Kilifi,2015,952.8,980,-2.8,Mild Drought,9.7,1,CHIRPS Simulated Data
Kilifi,2016,1290.4,980,31.7,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2017,828.3,980,-15.5,Moderate Drought,3.0,2,CHIRPS Simulated Data
Kilifi,2018,1283.7,980,31.0,Above Normal,0.0,1,CHIRPS Simulated Data
Kilifi,2019,918.4,980,-6.3,Mild Drought,7.4,2,CHIRPS Simulated Data
Kilifi,2020,1241.8,980,26.7,Above Normal,6.9,1,CHIRPS Simulated Data
Kilifi,2021,1166.9,980,19.1,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2022,1333.3,980,36.1,Above Normal,2.4,1,CHIRPS Simulated Data
Kilifi,2023,1095.2,980,11.8,Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2024,1212.3,980,23.7,Above Normal,0.0,0,CHIRPS Simulated Data
Kilifi,2025,1108.6,980,13.1,Normal,0.0,1,CHIRPS Simulated Data
Taita Taveta,1991,566.1,640,-11.5,Moderate Drought,5.9,2,CHIRPS Simulated Data
Taita Taveta,1992,628.2,640,-1.8,Mild Drought,0.0,0,CHIRPS Simulated Data
Taita Taveta,1993,610.4,640,-4.6,Mild Drought,0.0,1,CHIRPS Simulated Data
Taita Taveta,1994,580.2,640,-9.3,Mild Drought,3.9,2,CHIRPS Simulated Data
Taita Taveta,1995,741.2,640,15.8,Above Normal,0.0,0,CHIRPS Simulated Data
Taita Taveta,1996,523.8,640,-18.2,Moderate Drought,0.0,3,CHIRPS Simulated Data
Taita Taveta,1997,538.2,640,-15.9,Moderate Drought,0.0,3,CHIRPS Simulated Data
Taita Taveta,1998,724.5,640,13.2,Normal,1.2,0,CHIRPS Simulated Data
Taita Taveta,1999,603.2,640,-5.7,Mild Drought,0.3,1,CHIRPS Simulated Data
Taita Taveta,2000,613.5,640,-4.1,Mild Drought,0.0,1,CHIRPS Simulated Data
Taita Taveta,2001,631.3,640,-1.4,Mild Drought,0.0,1,CHIRPS Simulated Data
Taita Taveta,2002,731.5,640,14.3,Normal,6.0,0,CHIRPS Simulated Data
Taita Taveta,2003,559.2,640,-12.6,Moderate Drought,0.0,2,CHIRPS Simulated Data
Taita Taveta,2004,742.8,640,16.1,Above Normal,0.0,1,CHIRPS Simulated Data
Taita Taveta,2005,524.4,640,-18.1,Moderate Drought,0.8,3,CHIRPS Simulated Data
Taita Taveta,2006,804.2,640,25.7,Above Normal,4.3,1,CHIRPS Simulated Data
Taita Taveta,2007,626.3,640,-2.1,Mild Drought,6.3,0,CHIRPS Simulated Data
Taita Taveta,2008,818.5,640,27.9,Above Normal,1.0,1,CHIRPS Simulated Data
Taita Taveta,2009,669.7,640,4.6,Normal,2.9,1,CHIRPS Simulated Data
Taita Taveta,2010,768.4,640,20.1,Above Normal,0.0,0,CHIRPS Simulated Data
Taita Taveta,2011,603.8,640,-5.7,Mild Drought,0.0,2,CHIRPS Simulated Data
Taita Taveta,2012,596.4,640,-6.8,Mild Drought,9.5,1,CHIRPS Simulated Data
Taita Taveta,2013,585.6,640,-8.5,Mild Drought,5.8,2,CHIRPS Simulated Data
Taita Taveta,2014,698.2,640,9.1,Normal,1.1,1,CHIRPS Simulated Data
Taita Taveta,2015,606.2,640,-5.3,Mild Drought,9.9,2,CHIRPS Simulated Data
Taita Taveta,2016,756.9,640,18.3,Above Normal,0.0,1,CHIRPS Simulated Data
Taita Taveta,2017,555.4,640,-13.2,Moderate Drought,0.0,2,CHIRPS Simulated Data
Taita Taveta,2018,695.9,640,8.7,Normal,7.4,1,CHIRPS Simulated Data
Taita Taveta,2019,798.0,640,24.7,Above Normal,0.0,0,CHIRPS Simulated Data
Taita Taveta,2020,668.2,640,4.4,Normal,9.8,0,CHIRPS Simulated Data
Taita Taveta,2021,848.3,640,32.5,Above Normal,1.6,0,CHIRPS Simulated Data
Taita Taveta,2022,800.4,640,25.1,Above Normal,0.0,1,CHIRPS Simulated Data
Taita Taveta,2023,866.6,640,35.4,Above Normal,0.0,0,CHIRPS Simulated Data
Taita Taveta,2024,757.9,640,18.4,Above Normal,8.3,0,CHIRPS Simulated Data
Taita Taveta,2025,771.7,640,20.6,Above Normal,2.7,1,CHIRPS Simulated Data
Lamu,1991,848.4,1040,-18.4,Moderate Drought,4.3,3,CHIRPS Simulated Data
Lamu,1992,876.9,1040,-15.7,Moderate Drought,0.0,3,CHIRPS Simulated Data
Lamu,1993,881.1,1040,-15.3,Moderate Drought,7.1,2,CHIRPS Simulated Data
Lamu,1994,919.5,1040,-11.6,Moderate Drought,7.4,2,CHIRPS Simulated Data
Lamu,1995,1064.5,1040,2.4,Normal,0.0,1,CHIRPS Simulated Data
Lamu,1996,882.3,1040,-15.2,Moderate Drought,0.0,3,CHIRPS Simulated Data
Lamu,1997,936.2,1040,-10.0,Mild Drought,3.1,2,CHIRPS Simulated Data
Lamu,1998,1215.3,1040,16.9,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,1999,1048.5,1040,0.8,Normal,0.0,0,CHIRPS Simulated Data
Lamu,2000,899.5,1040,-13.5,Moderate Drought,0.4,2,CHIRPS Simulated Data
Lamu,2001,1259.5,1040,21.1,Above Normal,0.0,0,CHIRPS Simulated Data
Lamu,2002,1149.4,1040,10.5,Normal,4.1,0,CHIRPS Simulated Data
Lamu,2003,908.8,1040,-12.6,Moderate Drought,0.0,2,CHIRPS Simulated Data
Lamu,2004,1183.7,1040,13.8,Normal,0.0,1,CHIRPS Simulated Data
Lamu,2005,1266.1,1040,21.7,Above Normal,1.7,1,CHIRPS Simulated Data
Lamu,2006,940.3,1040,-9.6,Mild Drought,0.0,1,CHIRPS Simulated Data
Lamu,2007,861.5,1040,-17.2,Moderate Drought,0.6,3,CHIRPS Simulated Data
Lamu,2008,854.9,1040,-17.8,Moderate Drought,0.0,3,CHIRPS Simulated Data
Lamu,2009,1356.7,1040,30.5,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2010,862.5,1040,-17.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Lamu,2011,1384.4,1040,33.1,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2012,1205.8,1040,15.9,Above Normal,7.4,0,CHIRPS Simulated Data
Lamu,2013,1140.3,1040,9.6,Normal,0.0,1,CHIRPS Simulated Data
Lamu,2014,931.1,1040,-10.5,Moderate Drought,0.0,2,CHIRPS Simulated Data
Lamu,2015,1256.5,1040,20.8,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2016,1412.8,1040,35.8,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2017,1115.9,1040,7.3,Normal,7.4,0,CHIRPS Simulated Data
Lamu,2018,1263.3,1040,21.5,Above Normal,6.8,1,CHIRPS Simulated Data
Lamu,2019,1262.4,1040,21.4,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2020,1374.7,1040,32.2,Above Normal,1.4,0,CHIRPS Simulated Data
Lamu,2021,1415.8,1040,36.1,Above Normal,3.8,1,CHIRPS Simulated Data
Lamu,2022,1002.8,1040,-3.6,Mild Drought,3.2,1,CHIRPS Simulated Data
Lamu,2023,1261.8,1040,21.3,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2024,1471.3,1040,41.5,Above Normal,0.0,1,CHIRPS Simulated Data
Lamu,2025,1126.4,1040,8.3,Normal,7.4,1,CHIRPS Simulated Data
Tana River,1991,392.7,380,3.3,Normal,4.8,1,CHIRPS Simulated Data
Tana River,1992,363.2,380,-4.4,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,1993,442.0,380,16.3,Above Normal,5.3,1,CHIRPS Simulated Data
Tana River,1994,372.2,380,-2.1,Mild Drought,6.4,0,CHIRPS Simulated Data
Tana River,1995,394.7,380,3.9,Normal,0.0,0,CHIRPS Simulated Data
Tana River,1996,361.7,380,-4.8,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,1997,367.4,380,-3.3,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,1998,365.9,380,-3.7,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,1999,412.4,380,8.5,Normal,3.4,1,CHIRPS Simulated Data
Tana River,2000,386.5,380,1.7,Normal,0.0,1,CHIRPS Simulated Data
Tana River,2001,399.0,380,5.0,Normal,0.0,0,CHIRPS Simulated Data
Tana River,2002,365.2,380,-3.9,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,2003,414.2,380,9.0,Normal,0.7,1,CHIRPS Simulated Data
Tana River,2004,452.7,380,19.1,Above Normal,6.3,1,CHIRPS Simulated Data
Tana River,2005,492.7,380,29.7,Above Normal,0.0,0,CHIRPS Simulated Data
Tana River,2006,303.6,380,-20.1,Moderate Drought,2.9,3,CHIRPS Simulated Data
Tana River,2007,352.5,380,-7.2,Mild Drought,8.5,1,CHIRPS Simulated Data
Tana River,2008,494.0,380,30.0,Above Normal,0.0,0,CHIRPS Simulated Data
Tana River,2009,404.5,380,6.4,Normal,0.0,0,CHIRPS Simulated Data
Tana River,2010,369.5,380,-2.8,Mild Drought,6.1,1,CHIRPS Simulated Data
Tana River,2011,371.7,380,-2.2,Mild Drought,2.2,1,CHIRPS Simulated Data
Tana River,2012,365.1,380,-3.9,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,2013,347.5,380,-8.6,Mild Drought,3.6,1,CHIRPS Simulated Data
Tana River,2014,420.2,380,10.6,Normal,4.2,0,CHIRPS Simulated Data
Tana River,2015,430.5,380,13.3,Normal,0.0,1,CHIRPS Simulated Data
Tana River,2016,414.6,380,9.1,Normal,6.1,1,CHIRPS Simulated Data
Tana River,2017,323.7,380,-14.8,Moderate Drought,2.6,3,CHIRPS Simulated Data
Tana River,2018,442.4,380,16.4,Above Normal,6.4,1,CHIRPS Simulated Data
Tana River,2019,365.1,380,-3.9,Mild Drought,0.0,1,CHIRPS Simulated Data
Tana River,2020,405.2,380,6.6,Normal,6.8,1,CHIRPS Simulated Data
Tana River,2021,394.4,380,3.8,Normal,0.0,1,CHIRPS Simulated Data
Tana River,2022,379.0,380,-0.3,Mild Drought,6.5,0,CHIRPS Simulated Data
Tana River,2023,464.5,380,22.2,Above Normal,0.0,1,CHIRPS Simulated Data
Tana River,2024,419.8,380,10.5,Normal,1.8,0,CHIRPS Simulated Data
Tana River,2025,482.8,380,27.1,Above Normal,7.3,0,CHIRPS Simulated Data
Isiolo,1991,383.0,480,-20.2,Moderate Drought,0.0,3,CHIRPS Simulated Data
Isiolo,1992,507.7,480,5.8,Normal,0.9,0,CHIRPS Simulated Data
Isiolo,1993,457.4,480,-4.7,Mild Drought,1.9,1,CHIRPS Simulated Data
Isiolo,1994,604.2,480,25.9,Above Normal,0.0,1,CHIRPS Simulated Data
Isiolo,1995,464.3,480,-3.3,Mild Drought,0.0,1,CHIRPS Simulated Data
Isiolo,1996,536.7,480,11.8,Normal,9.8,0,CHIRPS Simulated Data
Isiolo,1997,394.2,480,-17.9,Moderate Drought,4.4,3,CHIRPS Simulated Data
Isiolo,1998,437.7,480,-8.8,Mild Drought,0.0,1,CHIRPS Simulated Data
Isiolo,1999,593.0,480,23.5,Above Normal,0.0,0,CHIRPS Simulated Data
Isiolo,2000,429.3,480,-10.6,Moderate Drought,0.0,1,CHIRPS Simulated Data
Isiolo,2001,504.0,480,5.0,Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2002,434.4,480,-9.5,Mild Drought,0.8,2,CHIRPS Simulated Data
Isiolo,2003,541.0,480,12.7,Normal,0.7,0,CHIRPS Simulated Data
Isiolo,2004,462.8,480,-3.6,Mild Drought,3.4,1,CHIRPS Simulated Data
Isiolo,2005,547.9,480,14.1,Normal,1.2,1,CHIRPS Simulated Data
Isiolo,2006,499.9,480,4.1,Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2007,627.6,480,30.8,Above Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2008,436.0,480,-9.2,Mild Drought,0.7,1,CHIRPS Simulated Data
Isiolo,2009,501.8,480,4.5,Normal,5.1,0,CHIRPS Simulated Data
Isiolo,2010,559.1,480,16.5,Above Normal,5.9,1,CHIRPS Simulated Data
Isiolo,2011,449.6,480,-6.3,Mild Drought,0.0,1,CHIRPS Simulated Data
Isiolo,2012,648.4,480,35.1,Above Normal,8.6,1,CHIRPS Simulated Data
Isiolo,2013,611.6,480,27.4,Above Normal,0.5,1,CHIRPS Simulated Data
Isiolo,2014,416.5,480,-13.2,Moderate Drought,5.1,2,CHIRPS Simulated Data
Isiolo,2015,611.8,480,27.5,Above Normal,5.7,1,CHIRPS Simulated Data
Isiolo,2016,405.5,480,-15.5,Moderate Drought,0.0,2,CHIRPS Simulated Data
Isiolo,2017,492.9,480,2.7,Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2018,546.1,480,13.8,Normal,0.0,0,CHIRPS Simulated Data
Isiolo,2019,519.7,480,8.3,Normal,2.0,1,CHIRPS Simulated Data
Isiolo,2020,648.0,480,35.0,Above Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2021,632.1,480,31.7,Above Normal,0.0,1,CHIRPS Simulated Data
Isiolo,2022,436.0,480,-9.2,Mild Drought,6.3,2,CHIRPS Simulated Data
Isiolo,2023,643.8,480,34.1,Above Normal,7.4,1,CHIRPS Simulated Data
Isiolo,2024,622.2,480,29.6,Above Normal,0.0,0,CHIRPS Simulated Data
Isiolo,2025,518.8,480,8.1,Normal,0.0,1,CHIRPS Simulated Data
Meru,1991,1144.6,1240,-7.7,Mild Drought,9.5,2,CHIRPS Simulated Data
Meru,1992,1445.7,1240,16.6,Above Normal,0.0,1,CHIRPS Simulated Data
Meru,1993,1514.1,1240,22.1,Above Normal,0.0,1,CHIRPS Simulated Data
Meru,1994,1421.0,1240,14.6,Normal,0.0,1,CHIRPS Simulated Data
Meru,1995,1196.0,1240,-3.5,Mild Drought,0.0,1,CHIRPS Simulated Data
Meru,1996,991.7,1240,-20.0,Moderate Drought,0.0,3,CHIRPS Simulated Data
Meru,1997,1563.8,1240,26.1,Above Normal,1.0,1,CHIRPS Simulated Data
Meru,1998,1231.7,1240,-0.7,Mild Drought,0.0,1,CHIRPS Simulated Data
Meru,1999,1241.0,1240,0.1,Normal,0.0,1,CHIRPS Simulated Data
Meru,2000,1102.2,1240,-11.1,Moderate Drought,2.4,2,CHIRPS Simulated Data
Meru,2001,1065.2,1240,-14.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Meru,2002,1268.5,1240,2.3,Normal,0.0,1,CHIRPS Simulated Data
Meru,2003,1012.2,1240,-18.4,Moderate Drought,3.9,3,CHIRPS Simulated Data
Meru,2004,1134.4,1240,-8.5,Mild Drought,0.0,1,CHIRPS Simulated Data
Meru,2005,1180.6,1240,-4.8,Mild Drought,0.0,1,CHIRPS Simulated Data
Meru,2006,1026.7,1240,-17.2,Moderate Drought,0.2,3,CHIRPS Simulated Data
Meru,2007,1526.5,1240,23.1,Above Normal,2.3,0,CHIRPS Simulated Data
Meru,2008,1406.4,1240,13.4,Normal,0.6,0,CHIRPS Simulated Data
Meru,2009,1083.8,1240,-12.6,Moderate Drought,7.7,2,CHIRPS Simulated Data
Meru,2010,1130.5,1240,-8.8,Mild Drought,0.0,2,CHIRPS Simulated Data
Meru,2011,1558.5,1240,25.7,Above Normal,4.7,1,CHIRPS Simulated Data
Meru,2012,1015.5,1240,-18.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Meru,2013,1024.8,1240,-17.4,Moderate Drought,0.0,3,CHIRPS Simulated Data
Meru,2014,1108.4,1240,-10.6,Moderate Drought,0.7,2,CHIRPS Simulated Data
Meru,2015,1027.5,1240,-17.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Meru,2016,1569.6,1240,26.6,Above Normal,9.2,0,CHIRPS Simulated Data
Meru,2017,1101.8,1240,-11.1,Moderate Drought,1.0,2,CHIRPS Simulated Data
Meru,2018,1610.5,1240,29.9,Above Normal,0.0,0,CHIRPS Simulated Data
Meru,2019,1137.6,1240,-8.3,Mild Drought,0.0,2,CHIRPS Simulated Data
Meru,2020,1367.2,1240,10.3,Normal,0.0,0,CHIRPS Simulated Data
Meru,2021,1360.6,1240,9.7,Normal,5.7,1,CHIRPS Simulated Data
Meru,2022,1711.1,1240,38.0,Above Normal,5.8,0,CHIRPS Simulated Data
Meru,2023,1530.3,1240,23.4,Above Normal,0.0,0,CHIRPS Simulated Data
Meru,2024,1642.9,1240,32.5,Above Normal,0.0,1,CHIRPS Simulated Data
Meru,2025,1381.5,1240,11.4,Normal,2.8,1,CHIRPS Simulated Data
Tharaka Nithi,1991,982.0,820,19.8,Above Normal,2.8,1,CHIRPS Simulated Data
Tharaka Nithi,1992,644.9,820,-21.4,Moderate Drought,0.3,3,CHIRPS Simulated Data
Tharaka Nithi,1993,924.7,820,12.8,Normal,0.3,1,CHIRPS Simulated Data
Tharaka Nithi,1994,639.7,820,-22.0,Moderate Drought,0.0,3,CHIRPS Simulated Data
Tharaka Nithi,1995,654.9,820,-20.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Tharaka Nithi,1996,1027.3,820,25.3,Above Normal,4.8,0,CHIRPS Simulated Data
Tharaka Nithi,1997,754.3,820,-8.0,Mild Drought,0.0,2,CHIRPS Simulated Data
Tharaka Nithi,1998,911.0,820,11.1,Normal,0.0,0,CHIRPS Simulated Data
Tharaka Nithi,1999,676.3,820,-17.5,Moderate Drought,3.2,3,CHIRPS Simulated Data
Tharaka Nithi,2000,749.7,820,-8.6,Mild Drought,0.0,1,CHIRPS Simulated Data
Tharaka Nithi,2001,1052.3,820,28.3,Above Normal,0.0,1,CHIRPS Simulated Data
Tharaka Nithi,2002,909.4,820,10.9,Normal,0.0,0,CHIRPS Simulated Data
Tharaka Nithi,2003,696.7,820,-15.0,Moderate Drought,2.3,3,CHIRPS Simulated Data
Tharaka Nithi,2004,924.7,820,12.8,Normal,0.6,0,CHIRPS Simulated Data
Tharaka Nithi,2005,1068.8,820,30.3,Above Normal,6.0,0,CHIRPS Simulated Data
Tharaka Nithi,2006,1077.8,820,31.4,Above Normal,2.1,1,CHIRPS Simulated Data
Tharaka Nithi,2007,980.7,820,19.6,Above Normal,6.3,1,CHIRPS Simulated Data
Tharaka Nithi,2008,712.9,820,-13.1,Moderate Drought,0.0,3,CHIRPS Simulated Data
Tharaka Nithi,2009,758.0,820,-7.6,Mild Drought,0.0,1,CHIRPS Simulated Data
Tharaka Nithi,2010,855.6,820,4.3,Normal,2.3,1,CHIRPS Simulated Data
Tharaka Nithi,2011,770.8,820,-6.0,Mild Drought,0.0,1,CHIRPS Simulated Data
Tharaka Nithi,2012,1060.8,820,29.4,Above Normal,3.0,0,CHIRPS Simulated Data
Tharaka Nithi,2013,1033.1,820,26.0,Above Normal,7.3,1,CHIRPS Simulated Data
Tharaka Nithi,2014,1083.0,820,32.1,Above Normal,0.0,1,CHIRPS Simulated Data
